Date,Open,High,Low,Close,Adj Close,Volume
2021-08-06,306.549988,309.049988,306.299988,308.450012,308.450012,0
2021-08-09,309.399994,309.950012,307.700012,308.600006,308.600006,1
2021-08-10,307.850006,309.700012,306.950012,308.100006,308.100006,0
2021-08-11,306.399994,308.500000,305.700012,306.649994,306.649994,11
2021-08-12,305.750000,308.250000,304.600006,308.250000,308.250000,0
2021-08-13,308.700012,309.600006,307.149994,307.299988,307.299988,0
2021-08-16,307.149994,309.899994,304.649994,306.899994,306.899994,0
2021-08-17,310.899994,310.899994,304.250000,304.250000,304.250000,0
2021-08-18,306.250000,306.950012,305.200012,306.250000,306.250000,0
2021-08-19,302.000000,305.899994,300.350006,304.100006,304.100006,3
2021-08-20,303.600006,306.600006,301.799988,305.899994,305.899994,7
2021-08-23,309.100006,311.049988,306.149994,310.750000,310.750000,4
2021-08-24,310.600006,312.100006,309.500000,312.100006,312.100006,20
2021-08-25,311.450012,314.600006,311.100006,313.549988,313.549988,0
2021-08-26,312.549988,313.299988,311.399994,311.799988,311.799988,88
2021-08-27,311.049988,315.799988,310.649994,315.799988,315.799988,9
2021-08-30,315.950012,321.649994,315.649994,321.649994,321.649994,0
2021-08-31,323.049988,323.100006,320.899994,321.750000,321.750000,0
2021-09-01,322.200012,324.100006,319.350006,324.100006,324.100006,0
2021-09-02,322.899994,323.149994,316.649994,316.899994,316.899994,25
2021-09-03,316.350006,317.250000,314.500000,316.299988,316.299988,0
2021-09-06,318.600006,319.450012,318.100006,319.450012,319.450012,0
2021-09-07,318.350006,321.549988,316.350006,321.549988,321.549988,0
2021-09-08,323.549988,323.549988,317.649994,317.649994,317.649994,0
2021-09-09,317.899994,321.100006,317.899994,318.899994,318.899994,0
2021-09-10,321.000000,323.500000,320.149994,323.500000,323.500000,1
2021-09-13,322.200012,324.649994,317.750000,318.700012,318.700012,0
2021-09-14,319.049988,319.700012,316.500000,318.799988,318.799988,0
2021-09-15,319.100006,319.649994,311.850006,314.700012,314.700012,0
2021-09-16,316.500000,317.549988,314.600006,315.200012,315.200012,50
2021-09-17,318.000000,318.000000,310.899994,310.899994,310.899994,10
2021-09-20,308.000000,308.000000,300.399994,300.399994,300.399994,0
2021-09-21,305.450012,306.399994,304.149994,304.600006,304.600006,12
2021-09-22,305.500000,306.399994,291.000000,293.399994,293.399994,0
2021-09-23,295.500000,296.899994,293.049988,295.000000,295.000000,0
2021-09-24,295.000000,300.549988,292.600006,300.299988,300.299988,0
2021-09-27,303.000000,303.100006,296.850006,301.649994,301.649994,4
2021-09-28,300.850006,300.850006,291.500000,291.950012,291.950012,5
2021-09-29,293.350006,295.549988,292.399994,292.950012,292.950012,0
2021-09-30,296.350006,296.350006,293.350006,293.350006,293.350006,0
2021-10-01,292.350006,296.799988,290.950012,296.450012,296.450012,0
2021-10-04,293.100006,293.850006,278.299988,278.299988,278.299988,15
2021-10-05,287.000000,287.700012,282.250000,287.350006,287.350006,219
2021-10-06,285.549988,288.399994,283.100006,287.500000,287.500000,165
2021-10-07,291.500000,293.000000,288.549988,289.950012,289.950012,110
2021-10-08,285.149994,287.899994,284.000000,285.950012,285.950012,21
2021-10-11,282.700012,285.200012,281.899994,282.750000,282.750000,0
2021-10-12,280.600006,282.100006,276.000000,278.750000,278.750000,6
2021-10-13,279.600006,282.350006,279.299988,280.500000,280.500000,0
2021-10-14,282.299988,284.000000,280.450012,283.200012,283.200012,3
2021-10-15,283.549988,284.350006,278.500000,279.850006,279.850006,10
2021-10-18,280.899994,289.200012,279.649994,288.500000,288.500000,114
2021-10-19,289.700012,293.299988,288.700012,293.299988,293.299988,20
2021-10-20,291.500000,294.250000,291.500000,292.049988,292.049988,12
2021-10-21,290.750000,293.649994,290.750000,293.200012,293.200012,46
2021-10-22,281.299988,283.399994,276.700012,277.700012,277.700012,7
2021-10-25,279.000000,280.799988,275.799988,279.799988,279.799988,39
2021-10-26,287.500000,290.450012,269.299988,269.950012,269.950012,14
2021-10-27,273.200012,273.549988,269.600006,272.000000,272.000000,10
2021-10-28,271.399994,271.600006,264.649994,269.950012,269.950012,60
2021-10-29,272.500000,281.200012,272.500000,281.200012,281.200012,12
2021-11-01,281.500000,287.399994,281.500000,283.100006,283.100006,66
2021-11-02,285.450012,288.299988,280.899994,280.899994,280.899994,0
2021-11-03,283.549988,284.399994,281.000000,283.700012,283.700012,56
2021-11-04,287.750000,291.649994,287.750000,290.299988,290.299988,35
2021-11-05,291.200012,299.500000,291.200012,296.049988,296.049988,39
2021-11-08,297.450012,297.899994,293.750000,294.899994,294.899994,33
2021-11-09,292.850006,293.549988,289.399994,289.799988,289.799988,1
2021-11-10,288.549988,288.799988,284.399994,286.649994,286.649994,0
2021-11-11,286.700012,288.799988,286.350006,287.450012,287.450012,0
2021-11-12,287.899994,298.200012,287.149994,296.049988,296.049988,0
2021-11-15,300.000000,307.350006,298.200012,307.299988,307.299988,38
2021-11-16,306.700012,306.700012,301.450012,303.149994,303.149994,17
2021-11-17,303.850006,305.149994,302.100006,302.100006,302.100006,4
2021-11-18,301.899994,303.450012,296.100006,298.250000,298.250000,7
2021-11-19,300.100006,310.899994,299.000000,307.000000,307.000000,36
2021-11-22,307.950012,313.649994,303.899994,306.649994,306.649994,40
2021-11-23,302.750000,302.750000,297.250000,297.250000,297.250000,13
2021-11-24,300.549988,304.500000,298.100006,304.500000,304.500000,45
2021-11-25,305.549988,305.549988,304.149994,304.350006,304.350006,48
2021-11-26,301.250000,301.250000,294.500000,294.600006,294.600006,0
2021-11-29,295.950012,300.850006,295.950012,300.850006,300.850006,50
2021-11-30,297.350006,297.350006,288.500000,288.500000,288.500000,2
2021-12-01,291.000000,291.100006,277.399994,277.399994,277.399994,1
2021-12-02,275.799988,278.799988,273.299988,275.100006,275.100006,5
2021-12-03,274.450012,275.950012,265.149994,269.100006,269.100006,4
2021-12-06,273.850006,282.200012,270.350006,282.200012,282.200012,13
2021-12-07,284.299988,289.049988,284.299988,286.500000,286.500000,0
2021-12-08,287.549988,293.549988,286.350006,291.750000,291.750000,0
2021-12-09,291.549988,296.649994,290.850006,292.799988,292.799988,0
2021-12-10,291.750000,296.700012,289.200012,291.500000,291.500000,0
2021-12-13,290.750000,299.200012,290.750000,298.149994,298.149994,106
2021-12-14,297.000000,297.000000,291.399994,296.750000,296.750000,0
2021-12-15,295.600006,301.500000,289.850006,301.500000,301.500000,50
2021-12-16,304.450012,304.899994,296.549988,296.549988,296.549988,0
2021-12-17,294.200012,298.950012,291.799988,295.899994,295.899994,0
2021-12-20,291.549988,291.600006,286.250000,287.950012,287.950012,0
2021-12-21,291.250000,297.250000,289.950012,295.549988,295.549988,5
2021-12-22,294.250000,295.500000,290.750000,291.500000,291.500000,5
2021-12-23,291.799988,296.700012,291.799988,296.299988,296.299988,0
2021-12-27,297.100006,306.649994,296.350006,305.600006,305.600006,0
2021-12-28,304.950012,311.049988,304.950012,306.899994,306.899994,39
2021-12-29,309.000000,309.000000,301.649994,302.950012,302.950012,53
2021-12-30,302.750000,305.000000,302.750000,304.450012,304.450012,4
2022-01-03,298.950012,301.200012,298.149994,300.500000,300.500000,20
2022-01-04,300.899994,301.950012,295.100006,299.350006,299.350006,21
2022-01-05,296.500000,296.799988,288.000000,288.000000,288.000000,10
2022-01-06,285.700012,299.350006,285.299988,294.700012,294.700012,7
2022-01-07,295.250000,295.700012,291.100006,293.250000,293.250000,0
2022-01-10,294.600006,294.600006,280.700012,289.299988,289.299988,0
2022-01-11,289.600006,293.450012,288.700012,293.450012,293.450012,0
2022-01-12,291.649994,294.500000,289.799988,290.149994,290.149994,45
2022-01-13,289.799988,291.600006,285.850006,285.850006,285.850006,0
2022-01-14,285.149994,290.100006,281.049988,289.799988,289.799988,175
2022-01-17,290.399994,290.649994,288.250000,289.850006,289.850006,0
2022-01-18,286.899994,287.000000,280.950012,282.000000,282.000000,40
2022-01-19,278.950012,287.100006,277.750000,283.850006,283.850006,31
2022-01-20,283.850006,288.750000,281.950012,281.950012,281.950012,0
2022-01-21,276.350006,279.399994,269.750000,270.799988,270.799988,16
2022-01-24,268.000000,271.200012,257.600006,271.200012,271.200012,277
2022-01-25,270.000000,270.100006,264.649994,268.299988,268.299988,110
2022-01-26,266.100006,271.850006,261.850006,261.850006,261.850006,0
2022-01-27,259.850006,269.850006,259.850006,266.450012,266.450012,4
2022-01-28,268.000000,268.950012,262.600006,268.350006,268.350006,0
2022-01-31,271.500000,277.350006,269.500000,277.350006,277.350006,0
2022-02-01,279.500000,283.100006,278.149994,283.100006,283.100006,0
2022-02-02,293.049988,293.600006,281.200012,286.149994,286.149994,179
2022-02-03,222.000000,231.500000,207.600006,207.600006,207.600006,1192
2022-02-04,212.699997,214.000000,201.699997,209.500000,209.500000,127
2022-02-07,209.500000,209.500000,196.720001,198.259995,198.259995,97
2022-02-08,195.839996,196.320007,191.500000,192.539993,192.539993,127
2022-02-09,193.940002,203.000000,193.779999,203.000000,203.000000,40
2022-02-10,204.600006,205.399994,198.619995,198.619995,198.619995,111
2022-02-11,199.000000,201.949997,193.179993,193.179993,193.179993,33
2022-02-14,192.940002,194.759995,191.080002,192.039993,192.039993,177
2022-02-15,193.860001,196.000000,189.860001,193.699997,193.699997,22
2022-02-16,195.399994,195.399994,188.179993,190.020004,190.020004,79
2022-02-17,188.399994,190.759995,183.919998,183.919998,183.919998,8
2022-02-18,184.399994,184.860001,181.960007,182.080002,182.080002,15
2022-02-21,183.699997,183.699997,169.880005,173.740005,173.740005,370
2022-02-22,174.759995,180.839996,174.759995,178.660004,178.660004,14
2022-02-23,180.160004,182.000000,177.300003,178.160004,178.160004,140
2022-02-24,170.279999,184.440002,169.979996,184.440002,184.440002,16
2022-02-25,184.740005,187.080002,183.080002,186.339996,186.339996,5
2022-02-28,185.300003,188.919998,185.020004,186.000000,186.000000,619
2022-03-01,189.520004,189.520004,182.759995,182.759995,182.759995,200
2022-03-02,182.860001,187.580002,182.860001,187.580002,187.580002,0
2022-03-03,187.699997,187.899994,182.419998,182.419998,182.419998,0
2022-03-04,183.619995,186.100006,181.699997,182.580002,182.580002,10
2022-03-07,180.320007,182.800003,173.339996,173.339996,173.339996,20
2022-03-08,170.600006,179.500000,170.600006,174.979996,174.979996,0
2022-03-09,176.259995,179.440002,176.259995,179.440002,179.440002,4
2022-03-10,178.940002,178.940002,173.699997,177.039993,177.039993,666
2022-03-11,177.779999,178.580002,170.940002,172.720001,172.720001,10
2022-03-14,173.300003,174.800003,169.880005,171.600006,171.600006,9
2022-03-15,171.419998,175.520004,168.059998,175.520004,175.520004,30
2022-03-16,176.520004,185.300003,176.520004,185.300003,185.300003,31
2022-03-17,185.500000,186.399994,182.899994,186.399994,186.399994,20
2022-03-18,186.639999,196.059998,186.100006,196.059998,196.059998,30
2022-03-21,194.679993,196.160004,189.259995,192.080002,192.080002,92
2022-03-22,193.000000,197.820007,191.740005,196.139999,196.139999,15
2022-03-23,197.860001,197.860001,194.399994,195.279999,195.279999,40
2022-03-24,195.559998,200.050003,195.559998,199.559998,199.559998,40
2022-03-25,199.139999,203.649994,197.899994,201.899994,201.899994,75
2022-03-28,201.899994,204.050003,200.449997,203.199997,203.199997,10
2022-03-29,203.550003,207.850006,202.850006,207.850006,207.850006,0
2022-03-30,207.600006,207.600006,203.850006,203.850006,203.850006,50
